Año,Trimestre,Provincia,Mbps (Media de bajada),Localidad
2017.0,4.0,Jujuy,664.0,Juan N. Fernández
2017.0,4.0,La Pampa,398.0,Necochea - Quequén
2017.0,4.0,La Rioja,588.0,Nicanor Olivera  (Est. La Dulce)
2017.0,4.0,Mendoza,571.0,OTROS
2017.0,4.0,Misiones,1.132,Colonia Hinojo
2017.0,4.0,Neuquén,1.072,Hinojo
2017.0,4.0,Río Negro,805.0,Olavarría
2017.0,4.0,Salta,845.0,Sierra Chica
2017.0,4.0,San Juan,583.0,Sierras Bayas
2017.0,4.0,San Luis,573.0,Villa Alfredo Fortabat
2017.0,4.0,Santa Cruz,521.0,OTROS
2017.0,4.0,Santa Fe,1.03,Bahía San Blas
2017.0,4.0,Santiago Del Estero,617.0,Carmen de Patagones
2017.0,4.0,Tierra Del Fuego,520.0,José B. Casas
2017.0,4.0,Tucumán,911.0,Juan A. Pradere
2017.0,3.0,Buenos Aires,843.0,Stroeder
2017.0,3.0,Capital Federal,1.064,Villalonga
2017.0,3.0,Catamarca,526.0,Capitán Castro
2017.0,3.0,Chaco,848.0,Chiclana
2017.0,3.0,Chubut,348.0,Francisco Madero
2017.0,3.0,Córdoba,912.0,Inocencio Sosa
2017.0,3.0,Corrientes,745.0,Juan José Paso
2017.0,3.0,Entre Ríos,699.0,Magdala
2017.0,3.0,Formosa,707.0,Mones Cazón
2017.0,3.0,Jujuy,469.0,Nueva Plata
2017.0,3.0,La Pampa,344.0,Pehuajó
2017.0,3.0,La Rioja,501.0,San Bernardo  (Est. Guanaco)
2017.0,3.0,Mendoza,351.0,San Esteban
2017.0,3.0,Misiones,843.0,Pellegrini
2017.0,3.0,Neuquén,817.0,Acevedo
2017.0,3.0,Río Negro,549.0,Fontezuela
2017.0,3.0,Salta,613.0,Guerrico
2017.0,3.0,San Juan,345.0,Juan A. de la Peña
2017.0,3.0,San Luis,350.0,Juan Anchorena  (Est. Urquiza)
2017.0,3.0,Santa Cruz,361.0,La Violeta
2017.0,3.0,Santa Fe,779.0,Manuel Ocampo
2017.0,3.0,Santiago Del Estero,518.0,Mariano H. Alfonzo  (Est. San Patricio)
2017.0,3.0,Tierra Del Fuego,348.0,Pergamino
2017.0,3.0,Tucumán,639.0,Pinzón
2017.0,2.0,Buenos Aires,720.0,Rancagua
2017.0,2.0,Capital Federal,884.0,Villa San José
2017.0,2.0,Catamarca,510.0,Casalins
2017.0,2.0,Chaco,769.0,Pila
2017.0,2.0,Chubut,345.0,Del Viso
2017.0,2.0,Córdoba,742.0,Fátima
2017.0,2.0,Corrientes,679.0,La Lonja
2017.0,2.0,Entre Ríos,629.0,Los Cachorros
2017.0,2.0,Formosa,618.0,Manuel Alberti
2017.0,2.0,Jujuy,454.0,Manzanares
2017.0,2.0,La Pampa,332.0,Maquinista F. Savio (oeste)
2017.0,2.0,La Rioja,553.0,OTROS
2017.0,2.0,Mendoza,351.0,Pilar
2017.0,2.0,Misiones,760.0,Presidente Derqui
2017.0,2.0,Neuquén,670.0,Santa Teresa
2017.0,2.0,Río Negro,474.0,Tortuguitas
2017.0,2.0,Salta,576.0,Villa Astolfi
2017.0,2.0,San Juan,349.0,Villa Rosa
2017.0,2.0,San Luis,350.0,Zelaya
2017.0,2.0,Santa Cruz,360.0,Carilo
2017.0,2.0,Santa Fe,684.0,Pinamar
2017.0,2.0,Santiago Del Estero,506.0,Guernica
2017.0,2.0,Tierra Del Fuego,348.0,Bordenave
2017.0,2.0,Tucumán,609.0,Darregueira
2017.0,1.0,Buenos Aires,668.0,Puán
2017.0,1.0,Capital Federal,835.0,San Germán
2017.0,1.0,Catamarca,497.0,Villa Iris
2017.0,1.0,Chaco,731.0,Pipinas
2017.0,1.0,Chubut,344.0,Punta Indio
2017.0,1.0,Córdoba,680.0,Verónica
2017.0,1.0,Corrientes,643.0,Bernal
2017.0,1.0,Entre Ríos,595.0,Bernal Oeste
2017.0,1.0,Formosa,574.0,Don Bosco
2017.0,1.0,Jujuy,439.0,Ezpeleta
2017.0,1.0,La Pampa,322.0,Ezpeleta Oeste
2017.0,1.0,La Rioja,543.0,Quilmes
2017.0,1.0,Mendoza,351.0,Quilmes Oeste
2017.0,1.0,Misiones,734.0,San Francisco Solano
2017.0,1.0,Neuquén,603.0,Villa La Florida
2017.0,1.0,Río Negro,445.0,EL PARAÍSO
2017.0,1.0,Salta,534.0,OTROS
2017.0,1.0,San Juan,349.0,Pérez Millán
2017.0,1.0,San Luis,350.0,Ramallo
2017.0,1.0,Santa Cruz,359.0,VILLA RAMALLO
2017.0,1.0,Santa Fe,628.0,OTROS
2017.0,1.0,Santiago Del Estero,495.0,Rauch
2017.0,1.0,Tierra Del Fuego,348.0,América
2017.0,1.0,Tucumán,588.0,Fortín Olavarría
2016.0,4.0,Buenos Aires,635.0,González Moreno
2016.0,4.0,Capital Federal,796.0,Sansinena
2016.0,4.0,Catamarca,489.0,Las Carabelas
2016.0,4.0,Chaco,708.0,Rafael Obligado
2016.0,4.0,Chubut,341.0,Rojas
2016.0,4.0,Córdoba,647.0,Carlos Beguerie
2016.0,4.0,Corrientes,624.0,Roque Pérez
2016.0,4.0,Entre Ríos,581.0,Arroyo Corto
2016.0,4.0,Formosa,563.0,Espartillar
2016.0,4.0,Jujuy,432.0,Goyena
2016.0,4.0,La Pampa,319.0,Pigüé
2016.0,4.0,La Rioja,534.0,Saavedra
2016.0,4.0,Mendoza,351.0,Alvarez de Toledo
2016.0,4.0,Misiones,711.0,Cazón
2016.0,4.0,Neuquén,568.0,Del Carril
2016.0,4.0,Río Negro,437.0,Saladillo
2016.0,4.0,Salta,522.0,Quenumá
2016.0,4.0,San Juan,349.0,Salliqueló
2016.0,4.0,San Luis,350.0,Arroyo Dulce
2016.0,4.0,Santa Cruz,356.0,Gahan
2016.0,4.0,Santa Fe,604.0,Inés Indart
2016.0,4.0,Santiago Del Estero,487.0,Salto
2016.0,4.0,Tierra Del Fuego,348.0,Azcuénaga
2016.0,4.0,Tucumán,573.0,Cucullú
2016.0,3.0,Buenos Aires,591.0,San Andrés de Giles
2016.0,3.0,Capital Federal,738.0,Solís
2016.0,3.0,Catamarca,473.0,Villa Espil
2016.0,3.0,Chaco,672.0,Villa Ruiz
2016.0,3.0,Chubut,334.0,Duggan
2016.0,3.0,Córdoba,607.0,San Antonio de Areco
2016.0,3.0,Corrientes,596.0,Villa Lía
2016.0,3.0,Entre Ríos,559.0,Balneario San Cayetano
2016.0,3.0,Formosa,542.0,Ochandío
2016.0,3.0,Jujuy,422.0,San Cayetano
2016.0,3.0,La Pampa,314.0,San Fernando
2016.0,3.0,La Rioja,508.0,Victoria
2016.0,3.0,Mendoza,351.0,Virreyes
2016.0,3.0,Misiones,674.0,Acassuso
2016.0,3.0,Neuquén,529.0,Beccar
2016.0,3.0,Río Negro,416.0,Boulogne Sur Mer
2016.0,3.0,Salta,505.0,Martínez
2016.0,3.0,San Juan,349.0,San Isidro
2016.0,3.0,San Luis,350.0,Villa Adelina
2016.0,3.0,Santa Cruz,354.0,Bella Vista
2016.0,3.0,Santa Fe,568.0,Campo De Mayo
2016.0,3.0,Santiago Del Estero,467.0,Muñiz
2016.0,3.0,Tierra Del Fuego,348.0,San Miguel
2016.0,3.0,Tucumán,554.0,Conesa
2016.0,2.0,Buenos Aires,542.0,Erézcano
2016.0,2.0,Capital Federal,658.0,General Rojo
2016.0,2.0,Catamarca,436.0,San Nicolás de los Arroyos
2016.0,2.0,Chaco,630.0,Río Tala
2016.0,2.0,Chubut,334.0,San Pedro
2016.0,2.0,Córdoba,552.0,Santa Lucía
2016.0,2.0,Corrientes,560.0,Alejandro Korn
2016.0,2.0,Entre Ríos,513.0,Domselaar
2016.0,2.0,Formosa,510.0,San Vicente
2016.0,2.0,Jujuy,384.0,General Rivas
2016.0,2.0,La Pampa,315.0,Suipacha
2016.0,2.0,La Rioja,477.0,De la Canal
2016.0,2.0,Mendoza,350.0,Desvío Aguirre
2016.0,2.0,Misiones,623.0,Gardey
2016.0,2.0,Neuquén,487.0,María Ignacia  (Est. Vela)
2016.0,2.0,Río Negro,398.0,OTROS
2016.0,2.0,Salta,475.0,Tandil
2016.0,2.0,San Juan,349.0,Tapalqué
2016.0,2.0,San Luis,350.0,Benavídez
2016.0,2.0,Santa Cruz,350.0,Dique Luján
2016.0,2.0,Santa Fe,514.0,Don Torcuato Este
2016.0,2.0,Santiago Del Estero,431.0,Don Torcuato Oeste
2016.0,2.0,Tierra Del Fuego,348.0,El Talar
2016.0,2.0,Tucumán,520.0,General Pacheco
2016.0,1.0,Buenos Aires,499.0,Los Troncos Del Talar
2016.0,1.0,Capital Federal,605.0,Nordelta
2016.0,1.0,Catamarca,420.0,OTROS
2016.0,1.0,Chaco,599.0,Ricardo Rojas
2016.0,1.0,Chubut,338.0,Rincón de Milberg
2016.0,1.0,Córdoba,516.0,Tigre
2016.0,1.0,Corrientes,537.0,General Conesa
2016.0,1.0,Entre Ríos,508.0,Villa Roch
2016.0,1.0,Formosa,487.0,Saldungaray
2016.0,1.0,Jujuy,377.0,Sierra de la Ventana
2016.0,1.0,La Pampa,305.0,Tornquist
2016.0,1.0,La Rioja,462.0,Villa Serrana La Gruta
2016.0,1.0,Mendoza,350.0,Villa Ventana
2016.0,1.0,Misiones,600.0,30 de Agosto
2016.0,1.0,Neuquén,442.0,Girodias
2016.0,1.0,Río Negro,383.0,La Carreta
2016.0,1.0,Salta,474.0,OTROS
2016.0,1.0,San Juan,349.0,Trenque Lauquen
2016.0,1.0,San Luis,350.0,Trongé
2016.0,1.0,Santa Cruz,348.0,Claromecó
2016.0,1.0,Santa Fe,490.0,Copetonas
2016.0,1.0,Santiago Del Estero,417.0,Lin Calel
2016.0,1.0,Tierra Del Fuego,348.0,Micaela Cascallares  (Est. Cascallares)
2016.0,1.0,Tucumán,500.0,Orense
2015.0,4.0,Buenos Aires,488.0,Reta
2015.0,4.0,Capital Federal,593.0,San Francisco de Bellocq
2015.0,4.0,Catamarca,412.0,San Mayol
2015.0,4.0,Chaco,583.0,Tres Arroyos
2015.0,4.0,Chubut,328.0,11 De Septiembre
2015.0,4.0,Córdoba,507.0,Caseros
2015.0,4.0,Corrientes,526.0,Churruca
2015.0,4.0,Entre Ríos,501.0,Ciudad Jardín Lomas del Palomar
2015.0,4.0,Formosa,466.0,Ciudadela
2015.0,4.0,Jujuy,372.0,El Libertador
2015.0,4.0,La Pampa,294.0,Jose Ingenieros
2015.0,4.0,La Rioja,452.0,Loma Hermosa
2015.0,4.0,Mendoza,350.0,Martín Coronado
2015.0,4.0,Misiones,590.0,Pablo Podestá
2015.0,4.0,Neuquén,436.0,Remedios De Escalada
2015.0,4.0,Río Negro,377.0,Saenz Peña
2015.0,4.0,Salta,467.0,Santos Lugares
2015.0,4.0,San Juan,348.0,Villa Bosch (Est. Juan Maria Bosch)
2015.0,4.0,San Luis,350.0,Villa Raffo
2015.0,4.0,Santa Cruz,348.0,Tres Lomas
2015.0,4.0,Santa Fe,481.0,Carapachay
2015.0,4.0,Santiago Del Estero,409.0,Florida
2015.0,4.0,Tierra Del Fuego,347.0,Florida Oeste
2015.0,4.0,Tucumán,488.0,La Lucila
2015.0,3.0,Buenos Aires,470.0,Munro
2015.0,3.0,Capital Federal,566.0,Olivos
2015.0,3.0,Catamarca,388.0,Vicente López
2015.0,3.0,Chaco,547.0,Villa Adelina
2015.0,3.0,Chubut,328.0,Villa Martelli
2015.0,3.0,Córdoba,487.0,Villa Gesell
2015.0,3.0,Corrientes,506.0,Argerich
2015.0,3.0,Entre Ríos,477.0,Country Los Medanos
2015.0,3.0,Formosa,417.0,Juan Cousté  (Est. Algarrobo)
2015.0,3.0,Jujuy,353.0,Mayor Buratovich
2015.0,3.0,La Pampa,291.0,Médanos
2015.0,3.0,La Rioja,425.0,Pedro Luro
2015.0,3.0,Mendoza,350.0,Teniente Origone
2015.0,3.0,Misiones,563.0,Lima
2015.0,3.0,Neuquén,423.0,Zárate
2015.0,3.0,Río Negro,374.0,Ciudad Autónoma de Buenos Aires
2015.0,3.0,Salta,442.0,OTROS
2015.0,3.0,San Juan,348.0,El Bolsón
2015.0,3.0,San Luis,350.0,El Rodeo
2015.0,3.0,Santa Cruz,348.0,La Puerta
2015.0,3.0,Santa Fe,456.0,Las Chacritas
2015.0,3.0,Santiago Del Estero,391.0,Los Talas
2015.0,3.0,Tierra Del Fuego,348.0,Los Varela
2015.0,3.0,Tucumán,457.0,Ancasti
2015.0,2.0,Buenos Aires,446.0,Aconquija
2015.0,2.0,Capital Federal,531.0,Andalgalá
2015.0,2.0,Catamarca,368.0,Chaquiago
2015.0,2.0,Chaco,519.0,El Alamito
2015.0,2.0,Chubut,322.0,El Potrero
2015.0,2.0,Córdoba,456.0,La Aguada
2015.0,2.0,Corrientes,485.0,La Mesada
2015.0,2.0,Entre Ríos,455.0,Antofagasta de la Sierra
2015.0,2.0,Formosa,376.0,Belén
2015.0,2.0,Jujuy,341.0,El Durazno
2015.0,2.0,La Pampa,286.0,Hualfín
2015.0,2.0,La Rioja,400.0,Las Juntas
2015.0,2.0,Mendoza,350.0,Londres
2015.0,2.0,Misiones,533.0,Capayán
2015.0,2.0,Neuquén,406.0,Chumbicha
2015.0,2.0,Río Negro,367.0,Colonia del Valle
2015.0,2.0,Salta,422.0,Colonia Nueva Coneta
2015.0,2.0,San Juan,348.0,Coneta
2015.0,2.0,San Luis,350.0,Huillapima
2015.0,2.0,Santa Cruz,347.0,Los Angeles
2015.0,2.0,Santa Fe,430.0,Miraflores
2015.0,2.0,Santiago Del Estero,373.0,San Martín
2015.0,2.0,Tierra Del Fuego,348.0,El Pantanillo
2015.0,2.0,Tucumán,431.0,San Fernando del Valle de Catamarca
2015.0,1.0,Buenos Aires,432.0,El Alto
2015.0,1.0,Capital Federal,500.0,Tapso
2015.0,1.0,Catamarca,348.0,El Hueco
2015.0,1.0,Chaco,490.0,La Carrera
2015.0,1.0,Chubut,321.0,La Falda De San Antonio
2015.0,1.0,Córdoba,430.0,La Tercena
2015.0,1.0,Corrientes,463.0,San Antonio
2015.0,1.0,Entre Ríos,435.0,Villa Las Pirquitas
2015.0,1.0,Formosa,338.0,Icaño
2015.0,1.0,Jujuy,324.0,Quirós
2015.0,1.0,La Pampa,283.0,Recreo
2015.0,1.0,La Rioja,378.0,San Antonio
2015.0,1.0,Mendoza,350.0,OTROS
2015.0,1.0,Misiones,497.0,La Merced
2015.0,1.0,Neuquén,391.0,La Viña
2015.0,1.0,Río Negro,359.0,Las Lajas
2015.0,1.0,Salta,402.0,San Antonio
2015.0,1.0,San Juan,348.0,Colpes
2015.0,1.0,San Luis,350.0,Mutquin
2015.0,1.0,Santa Cruz,347.0,Pomán
2015.0,1.0,Santa Fe,406.0,San Miguel
2015.0,1.0,Santiago Del Estero,357.0,Saujil
2015.0,1.0,Tierra Del Fuego,345.0,Siján
2015.0,1.0,Tucumán,407.0,La Loma
2014.0,4.0,Buenos Aires,420.0,San José
2014.0,4.0,Capital Federal,478.0,Santa María
2014.0,4.0,Catamarca,334.0,Alijilán
2014.0,4.0,Chaco,398.0,Bañado de Ovanta
2014.0,4.0,Chubut,317.0,Lavalle
2014.0,4.0,Córdoba,409.0,Los Altos
2014.0,4.0,Corrientes,381.0,Fiambalá
2014.0,4.0,Entre Ríos,380.0,Tinogasta
2014.0,4.0,Formosa,302.0,El Bañado
2014.0,4.0,Jujuy,313.0,El Portezuelo
2014.0,4.0,La Pampa,275.0,Polcos
2014.0,4.0,La Rioja,358.0,Pozo Del Mistol
2014.0,4.0,Mendoza,350.0,San Isidro
2014.0,4.0,Misiones,403.0,Santa Rosa
2014.0,4.0,Neuquén,385.0,Sumalao
2014.0,4.0,Río Negro,354.0,Villa Dolores
2014.0,4.0,Salta,386.0,Gancedo
2014.0,4.0,San Juan,348.0,General Capdevila
2014.0,4.0,San Luis,350.0,General Pinedo
2014.0,4.0,Santa Cruz,333.0,Colonia Benítez
2014.0,4.0,Santa Fe,378.0,Margarita Belén
2014.0,4.0,Santiago Del Estero,346.0,Hermoso Campo
2014.0,4.0,Tierra Del Fuego,347.0,Itín
2014.0,4.0,Tucumán,386.0,Colonia Aborigen
2014.0,3.0,Buenos Aires,397.0,Machagai
2014.0,3.0,Capital Federal,444.0,Las Breñas
2014.0,3.0,Catamarca,292.0,Concepción del Bermejo
2014.0,3.0,Chaco,346.0,Los Frentones
2014.0,3.0,Chubut,317.0,Pampa del Infierno
2014.0,3.0,Córdoba,366.0,Taco Pozo
2014.0,3.0,Corrientes,341.0,General Vedia
2014.0,3.0,Entre Ríos,340.0,Isla del Cerrito
2014.0,3.0,Formosa,266.0,La Leonesa
2014.0,3.0,Jujuy,293.0,Las Palmas
2014.0,3.0,La Pampa,282.0,Puerto Bermejo Nuevo
2014.0,3.0,La Rioja,310.0,Puerto Eva Perón
2014.0,3.0,Mendoza,350.0,Charata
2014.0,3.0,Misiones,358.0,Presidencia Roque Sáenz Peña
2014.0,3.0,Neuquén,374.0,Chorotis
2014.0,3.0,Río Negro,348.0,OTROS
2014.0,3.0,Salta,341.0,Santa Sylvina
2014.0,3.0,San Juan,347.0,Corzuela
2014.0,3.0,San Luis,350.0,La Escondida
2014.0,3.0,Santa Cruz,331.0,La Verde
2014.0,3.0,Santa Fe,338.0,Lapachito
2014.0,3.0,Santiago Del Estero,310.0,Makallé
2014.0,3.0,Tierra Del Fuego,347.0,El Espinillo
2014.0,3.0,Tucumán,335.0,El Sauzal
2014.0,2.0,Buenos Aires,385.0,El Sauzalito
2014.0,2.0,Capital Federal,425.0,Fortín Lavalle
2014.0,2.0,Catamarca,292.0,Fuerte Esperanza
2014.0,2.0,Chaco,342.0,Juan José Castelli
2014.0,2.0,Chubut,316.0,Miraflores
2014.0,2.0,Córdoba,356.0,Nueva Pompeya
2014.0,2.0,Corrientes,337.0,Villa Río Bermejito
2014.0,2.0,Entre Ríos,331.0,Wichi
2014.0,2.0,Formosa,265.0,Avia Terai
2014.0,2.0,Jujuy,277.0,Campo Largo
2014.0,2.0,La Pampa,268.0,Colonia Popular
2014.0,2.0,La Rioja,310.0,Laguna Blanca
2014.0,2.0,Mendoza,350.0,Puerto Tirol
2014.0,2.0,Misiones,354.0,Ciervo Petiso
2014.0,2.0,Neuquén,366.0,General José de San Martín
2014.0,2.0,Río Negro,343.0,La Eduvigis
2014.0,2.0,Salta,339.0,Laguna Limpia
2014.0,2.0,San Juan,347.0,Pampa Almirón
2014.0,2.0,San Luis,350.0,Pampa del Indio
2014.0,2.0,Santa Cruz,332.0,Presidencia Roca
2014.0,2.0,Santa Fe,331.0,Tres Isletas
2014.0,2.0,Santiago Del Estero,307.0,Coronel Du Graty
2014.0,2.0,Tierra Del Fuego,347.0,Enrique Urién
2014.0,2.0,Tucumán,335.0,Villa Angela
2014.0,1.0,Buenos Aires,373.0,La Clotilde
2014.0,1.0,Capital Federal,402.0,La Tigra
2014.0,1.0,Catamarca,280.0,San Bernardo
2014.0,1.0,Chaco,326.0,OTROS
2014.0,1.0,Chubut,318.0,Presidencia de la Plaza
2014.0,1.0,Córdoba,339.0,Quitilipi
2014.0,1.0,Corrientes,322.0,Villa El Palmar
2014.0,1.0,Entre Ríos,317.0,Barranqueras
2014.0,1.0,Formosa,257.0,Basail
2014.0,1.0,Jujuy,269.0,Fontana
2014.0,1.0,La Pampa,265.0,OTROS
2014.0,1.0,La Rioja,296.0,Puerto Vilelas
2014.0,1.0,Mendoza,350.0,Resistencia
2014.0,1.0,Misiones,340.0,Samuhú
2014.0,1.0,Neuquén,355.0,Villa Berthet
2014.0,1.0,Río Negro,335.0,Capitán Solari
2014.0,1.0,Salta,330.0,Colonia Elisa
2014.0,1.0,San Juan,347.0,Colonias Unidas
2014.0,1.0,San Luis,350.0,Las Garcitas
2014.0,1.0,Santa Cruz,332.0,Charadai
2014.0,1.0,Santa Fe,315.0,Arroyo Verde
2014.0,1.0,Santiago Del Estero,295.0,Puerto Madryn
2014.0,1.0,Tierra Del Fuego,345.0,Puerto Pirámide
2014.0,1.0,Tucumán,321.0,Quinta El Mirador
,,,,Reserva Area Protegida El Doradillo
,,,,Cholila
,,,,El Hoyo
,,,,El Maitén
,,,,Epuyén
,,,,Gualjaina
,,,,Lago Puelo
,,,,Leleque
,,,,Acceso Norte
,,,,Barrio Caleta Cordova
,,,,Comodoro Rivadavia
,,,,Diadema Argentina
,,,,Km. 11 - Cuarteles
,,,,Rada Tilly
,,,,Camarones
,,,,Garayalde
,,,,Corcovado
,,,,Esquel
,,,,Lago Rosario
,,,,Los Cipreses
,,,,Trevelín
,,,,Villa Futalaufquen
,,,,28 de Julio
,,,,Dolavon
,,,,Gaiman
,,,,OTROS
,,,,Blancuntre
,,,,El Escorial
,,,,Gastre
,,,,Lagunita Salada
,,,,Yala Laubat
,,,,Aldea Epulef
,,,,Carrenleufú
,,,,Colan Conhue
,,,,Paso del Sapo
,,,,Tecka
,,,,El Mirasol
,,,,Las Plumas
,,,,OTROS
,,,,Cerro Cóndor
,,,,Los Altares
,,,,Paso de Indios
,,,,Playa Magagna
,,,,Playa Unión
,,,,Rawson
,,,,Trelew
,,,,Aldea Apeleg
,,,,Aldea Beleiro
,,,,Alto Río Senguer
,,,,Doctor Ricardo Rojas
,,,,Facundo
,,,,Lago Blanco
,,,,Río Mayo
,,,,Buen Pasto
,,,,Sarmiento
,,,,José de San Martín
,,,,Río Pico
,,,,Gan Gan
,,,,Telsen
,,,,Amboy
,,,,Cañada del Sauce
,,,,Capilla Vieja
,,,,El Corcovado - El Torreón
,,,,Embalse
,,,,La Cruz
,,,,La Cumbrecita
,,,,Las Bajadas
,,,,Las Caleras
,,,,Los Cóndores
,,,,Los Molinos
,,,,Los Reartes
,,,,Parque Calmayo
,,,,Río de los Sauces
,,,,San Agustín
,,,,San Ignacio (Loteo San Javier)
,,,,Santa Rosa de Calamuchita
,,,,Segunda Usina
,,,,Villa Alpina
,,,,Villa Amancay
,,,,Villa Berna
,,,,Villa Ciudad Parque Los Reartes
,,,,Villa Ciudad Parque Los Reartes (1a. Sección)
,,,,Villa Ciudad Parque Los Reartes (3a. Sección)
,,,,Villa del Dique
,,,,Villa General Belgrano
,,,,Villa Quillinzo
,,,,Villa Rumipal
,,,,Villa San Miguel
,,,,Villa Yacanto
,,,,Córdoba
,,,,Agua de Oro
,,,,Ascochinga
,,,,Colonia Caroya
,,,,Colonia Tirolesa
,,,,Dumesnil
,,,,El Manzano
,,,,General Paz
,,,,Jesús María
,,,,La Calera
,,,,La Granja
,,,,Los Molles
,,,,Malvinas Argentinas
,,,,Mendiolaza
,,,,Mi Granja
,,,,OTROS
,,,,Pajas Blancas
,,,,Río Ceballos
,,,,Saldán
,,,,Salsipuedes
,,,,Unquillo
,,,,Villa Allende
,,,,Villa Cerro Azul
,,,,Villa El Fachinal - Parque Norte - Guiñazú Norte
,,,,Villa Los Llanos - Juárez Celman
,,,,Alto de los Quebrachos
,,,,Bañado de Soto
,,,,Cruz de Caña
,,,,Cruz del Eje
,,,,El Brete
,,,,Guanaco Muerto
,,,,La Banda
,,,,La Batea
,,,,La Higuera
,,,,Las Playas
,,,,Los Chañaritos
,,,,Media Naranja
,,,,Paso Viejo
,,,,San Marcos Sierra
,,,,Serrezuela
,,,,Tuclame
,,,,Villa de Soto
,,,,Del Campillo
,,,,Hipólito Bouchard
,,,,Huinca Renancó
,,,,ITALÓ
,,,,PINCÉN
,,,,Santa Magdalena (Est. Jovita)
,,,,Villa Huidobro
,,,,Villa Valeria
,,,,Arroyo Algodón
,,,,Arroyo Cabral
,,,,Ausonia
,,,,Chazón
,,,,Etruria
,,,,La Laguna
,,,,La Palestina
,,,,La Playosa
,,,,Pasco
,,,,Silvio Pellico
,,,,Ticino
,,,,Tío Pujio
,,,,Villa María
,,,,Villa Nueva
,,,,Chuña
,,,,Copacabana
,,,,Deán Funes
,,,,Esquina del Alambre
,,,,Los Chañaritos
,,,,Olivares de San Nicolás
,,,,Quilino
,,,,Villa Quilino
,,,,Alejandro Roca (Est. Alejandro)
,,,,Bengolea
,,,,Carnerillo
,,,,Charras
,,,,General Cabrera
,,,,General Deheza
,,,,Huanchillas
,,,,La Carlota
,,,,Los Cisnes
,,,,Olaeta
,,,,Santa Eufemia
,,,,Ucacha
,,,,Villa Reducción
,,,,Alejo Ledesma
,,,,Arias
,,,,Camilo Aldao
,,,,Capitán General Bernardo O'Higgins
,,,,Cavanagh
,,,,Colonia Italiana
,,,,Corral de Bustos
,,,,Cruz Alta
,,,,General Baldissera
,,,,General Roca
,,,,Guatimozín
,,,,Inriville
,,,,Isla Verde
,,,,Leones
,,,,Los Surgentes
,,,,Marcos Juárez
,,,,Monte Buey
,,,,Saira
,,,,Villa Elisa
,,,,Ciénaga del Coro
,,,,El Chacho
,,,,Estancia de Guadalupe
,,,,La Playa
,,,,San Carlos Minas
,,,,Tosno
,,,,OTROS
,,,,Chancani
,,,,Las Palmas
,,,,Los Talares
,,,,Salsacate
,,,,San Gerónimo
,,,,Tala Cañada
,,,,Taninga
,,,,Villa de Pocho
,,,,General Levalle
,,,,La Cesira
,,,,Laboulaye
,,,,Leguizamón
,,,,Melo
,,,,Río Bamba
,,,,Rosales
,,,,Serrano
,,,,Bialet Massé
,,,,Cabalango
,,,,Capilla del Monte
,,,,Casa Grande
,,,,Charbonier
,,,,Cosquín
,,,,Cuesta Blanca
,,,,Estancia Vieja
,,,,Huerta Grande
,,,,La Cumbre
,,,,La Falda
,,,,Las Jarillas
,,,,Los Cocos
,,,,Mayu Sumaj
,,,,San Antonio de Arredondo
,,,,San Esteban
,,,,San Roque
,,,,Santa María de Punilla
,,,,Tala Huasi
,,,,Tanti
,,,,Valle Hermoso
,,,,Villa Carlos Paz
,,,,Villa Giardino
,,,,Villa Parque Siquimán
,,,,Villa Río Icho Cruz
,,,,Villa Santa Cruz del Lago
,,,,Achiras
,,,,Adelia María
,,,,Alcira (Est. Gigena)
,,,,ALPA CORRAL
,,,,Berrotarán
,,,,Bulnes
,,,,Chaján
,,,,Chucul
,,,,Coronel Baigorria
,,,,Coronel Moldes
,,,,Elena
,,,,La Carolina
,,,,Las Acequias
,,,,LAS ALBAHACAS
,,,,Las Higueras
,,,,Las Peñas
,,,,Las Vertientes
,,,,OTROS
,,,,Río Cuarto
,,,,Sampacho
,,,,San Basilio
,,,,Santa Catalina (Est. Holmberg)
,,,,Vicuña Mackenna
,,,,VILLA EL CHACAY
,,,,Washington
,,,,Cañada de Machado
,,,,Diego de Rojas
,,,,Esquina
,,,,La Para
,,,,La Puerta
,,,,La Quinta
,,,,Montecristo
,,,,OTROS
,,,,Piquillín
,,,,Río Primero
,,,,Santa Rosa de Río Primero
,,,,Villa Fontana
,,,,Cerro Colorado
,,,,Rayo Cortado
,,,,Sebastián Elcano
,,,,Villa de María
,,,,Calchín
,,,,Capilla del Carmen
,,,,Carrilobo
,,,,Colazo
,,,,Costasacate
,,,,Laguna Larga
,,,,Las Junturas
,,,,Los Chañaritos
,,,,Luque
,,,,Manfredi
,,,,Oncativo
,,,,Pilar
,,,,Pozo del Molle
,,,,Rincón
,,,,Río Segundo
,,,,Santiago Temple
,,,,Villa del Rosario
,,,,Arroyo Los Patos
,,,,El Huayco
,,,,La Cortadera
,,,,Las Calles
,,,,Las Rabonas
,,,,Mina Clavero
,,,,Nono
,,,,San Huberto
,,,,San Lorenzo
,,,,San Pedro
,,,,San Vicente
,,,,Sauce Arriba
,,,,Villa Cura Brochero
,,,,Villa Sarmiento
,,,,Conlara
,,,,Cruz Caña
,,,,Dos Arroyos
,,,,El Pantanillo
,,,,La Paz
,,,,La Población
,,,,La Ramada
,,,,La Travesía
,,,,Las Chacras
,,,,Las Tapias
,,,,Loma Bola
